user_id,username,email,registration_date,last_login_date,country,age,is_premium_user,total_orders
10052,bobanderson60,bobanderson60@example.com,2019-07-04T00:00:00,2023-10-16T00:00:00,Germany,33,true,39
10053,kevindavis78,kevindavis78@example.com,2020-02-01T00:00:00,2021-02-24T00:00:00,UK,25,true,6
10054,charliewhite43,charliewhite43@example.com,2019-10-31T00:00:00,2020-05-05T00:00:00,India,53,false,19
10055,olivialewis66,olivialewis66@example.com,2023-10-02T00:00:00,2023-12-29T00:00:00,USA,58,false,17
10056,kevintaylor70,kevintaylor70@example.com,2019-07-12T00:00:00,2022-02-11T00:00:00,USA,64,false,13
10057,victorclark50,victorclark50@example.com,2019-05-03T00:00:00,,USA,30,true,20
10058,peterbrown18,peterbrown18@example.com,2019-12-28T00:00:00,2021-06-10T00:00:00,USA,33,true,36
10059,judyharris83,judyharris83@example.com,2023-01-09T00:00:00,2023-02-04T00:00:00,Brazil,61,false,48
10060,gracerodriguez13,gracerodriguez13@example.com,2023-08-09T00:00:00,2023-08-17T00:00:00,Canada,33,false,13
10061,bobwilliams55,bobwilliams55@example.com,2021-09-09T00:00:00,,USA,61,false,11
10062,yaradavis71,yaradavis71@example.com,2023-09-25T00:00:00,,Brazil,45,false,18
10063,gracewilliams14,gracewilliams14@example.com,2023-04-08T00:00:00,2023-05-10T00:00:00,India,55,false,45
10064,kevinlee94,kevinlee94@example.com,2018-10-05T00:00:00,2021-03-17T00:00:00,Canada,32,false,35
10065,quinnrodriguez40,quinnrodriguez40@example.com,2019-05-04T00:00:00,2022-12-06T00:00:00,UK,24,true,33
10066,davidmartin85,davidmartin85@example.com,2021-06-12T00:00:00,2022-05-14T00:00:00,France,39,false,48
10067,yaramartin82,yaramartin82@example.com,2020-03-28T00:00:00,2023-01-21T00:00:00,Brazil,67,false,33
10068,umaanderson58,umaanderson58@example.com,2020-02-07T00:00:00,2023-11-29T00:00:00,India,49,true,1
10069,aliceanderson32,aliceanderson32@example.com,2020-07-30T00:00:00,2022-09-19T00:00:00,USA,58,false,47
10070,bobmiller34,bobmiller34@example.com,2022-10-24T00:00:00,2023-07-07T00:00:00,India,18,false,42
10071,davidrobinson49,davidrobinson49@example.com,2022-05-14T00:00:00,2023-05-01T00:00:00,India,62,true,34
10072,rachelrodriguez38,rachelrodriguez38@example.com,2022-05-15T00:00:00,2022-08-17T00:00:00,USA,24,false,46
10073,heidiwilson15,heidiwilson15@example.com,2019-01-09T00:00:00,2019-09-15T00:00:00,UK,59,true,18
10074,miawalker81,miawalker81@example.com,2019-12-09T00:00:00,2022-04-18T00:00:00,Australia,37,false,1
10075,umamartin13,umamartin13@example.com,2022-05-27T00:00:00,2022-11-18T00:00:00,UK,60,false,40
10076,rachelwilson61,rachelwilson61@example.com,2020-08-16T00:00:00,2023-09-13T00:00:00,Australia,34,true,16
10077,rachelwhite34,rachelwhite34@example.com,2018-08-04T00:00:00,2022-06-23T00:00:00,France,35,false,13
10078,kevinrodriguez54,kevinrodriguez54@example.com,2023-09-13T00:00:00,2023-09-16T00:00:00,Japan,19,false,4
10079,bobthompson37,bobthompson37@example.com,2021-05-04T00:00:00,2022-05-03T00:00:00,Japan,48,false,12
10080,heidiclark91,heidiclark91@example.com,2021-06-28T00:00:00,2021-07-31T00:00:00,India,43,false,6
10081,quinnharris75,quinnharris75@example.com,2019-11-19T00:00:00,2023-11-08T00:00:00,Canada,71,false,34
10082,victormoore96,victormoore96@example.com,2023-12-21T00:00:00,2023-12-21T00:00:00,Canada,62,false,28
10083,evelee19,evelee19@example.com,2023-01-18T00:00:00,2023-07-17T00:00:00,Brazil,63,true,10
10084,bobdavis80,bobdavis80@example.com,2022-05-04T00:00:00,,Mexico,69,false,6
10085,davidgarcia76,davidgarcia76@example.com,2020-08-01T00:00:00,2023-03-02T00:00:00,USA,53,false,38
10086,petermiller44,petermiller44@example.com,2018-04-27T00:00:00,2023-03-11T00:00:00,Germany,35,false,2
10087,frankgarcia89,frankgarcia89@example.com,2023-02-01T00:00:00,,Canada,58,false,33
10088,noahwhite85,noahwhite85@example.com,2020-03-14T00:00:00,2021-02-22T00:00:00,USA,44,false,37
10089,miabrown37,miabrown37@example.com,2023-02-21T00:00:00,2023-09-03T00:00:00,Brazil,52,true,22
10090,davidmoore45,davidmoore45@example.com,2023-04-16T00:00:00,2023-04-21T00:00:00,France,63,false,21
10091,graceclark96,graceclark96@example.com,2021-10-11T00:00:00,2022-01-06T00:00:00,India,39,false,8
10092,davidwhite18,davidwhite18@example.com,2022-11-26T00:00:00,2023-01-21T00:00:00,UK,51,true,14
10093,eveallen31,eveallen31@example.com,2021-03-11T00:00:00,2022-12-18T00:00:00,India,52,false,30
10094,peterrobinson76,peterrobinson76@example.com,2019-11-01T00:00:00,2020-04-23T00:00:00,Germany,26,false,7
10095,charliewalker55,charliewalker55@example.com,2020-08-15T00:00:00,2022-07-21T00:00:00,France,56,false,13
10096,sammoore56,sammoore56@example.com,2021-01-08T00:00:00,2022-08-29T00:00:00,Canada,22,false,10
10097,gracesmith86,gracesmith86@example.com,2023-02-11T00:00:00,2023-03-13T00:00:00,USA,60,false,21
10098,frankmartinez37,frankmartinez37@example.com,2022-06-30T00:00:00,2023-11-15T00:00:00,Japan,31,false,3
10099,xavierthompson72,xavierthompson72@example.com,2018-04-28T00:00:00,2021-09-16T00:00:00,Mexico,70,false,21
10100,kevinmartinez78,kevinmartinez78@example.com,2022-11-19T00:00:00,,UK,73,false,48
10101,victormartin76,victormartin76@example.com,2022-09-12T00:00:00,2023-04-01T00:00:00,UK,69,false,28
10102,kevingarcia87,kevingarcia87@example.com,2021-12-19T00:00:00,2023-04-04T00:00:00,Australia,73,false,46
10103,umawilliams87,umawilliams87@example.com,2022-04-01T00:00:00,2023-03-18T00:00:00,UK,21,true,36
10104,charlieharris18,charlieharris18@example.com,2021-03-30T00:00:00,2021-06-17T00:00:00,Germany,20,false,44
10105,ivanrodriguez65,ivanrodriguez65@example.com,2018-07-18T00:00:00,2022-08-31T00:00:00,UK,21,false,5
10106,xavierhall75,xavierhall75@example.com,2023-09-11T00:00:00,2023-10-22T00:00:00,Japan,26,false,14
10107,yarawhite47,yarawhite47@example.com,2020-01-20T00:00:00,2021-03-24T00:00:00,France,49,false,34
10108,sammiller72,sammiller72@example.com,2020-02-24T00:00:00,2020-11-26T00:00:00,Australia,36,false,22
10109,kevinthompson93,kevinthompson93@example.com,2019-08-16T00:00:00,2023-08-05T00:00:00,Mexico,27,true,25
10110,petermartin87,petermartin87@example.com,2019-10-23T00:00:00,2021-07-12T00:00:00,USA,55,false,9
10111,zoeclark64,zoeclark64@example.com,2020-11-05T00:00:00,2023-06-03T00:00:00,USA,70,false,42
10112,bobdavis39,bobdavis39@example.com,2020-10-19T00:00:00,2022-03-18T00:00:00,USA,62,false,15
10113,gracewalker67,gracewalker67@example.com,2021-08-11T00:00:00,,UK,68,false,29
10114,heiditaylor40,heiditaylor40@example.com,2023-12-05T00:00:00,2023-12-26T00:00:00,Brazil,36,false,16
10115,zoetaylor30,zoetaylor30@example.com,2019-09-03T00:00:00,2021-03-06T00:00:00,France,60,false,2
10116,tinawilliams81,tinawilliams81@example.com,2019-07-15T00:00:00,,India,69,false,32
10117,zoetaylor51,zoetaylor51@example.com,2023-06-16T00:00:00,2023-10-05T00:00:00,Brazil,67,false,3
10118,miajones20,miajones20@example.com,2022-11-18T00:00:00,2023-09-10T00:00:00,Canada,23,false,4
10119,yarathomas32,yarathomas32@example.com,2020-02-12T00:00:00,2020-11-05T00:00:00,Germany,68,false,9
10120,bobanderson35,bobanderson35@example.com,2022-05-20T00:00:00,2022-12-11T00:00:00,Brazil,73,false,43
10121,davidhall13,davidhall13@example.com,2022-06-04T00:00:00,2022-06-08T00:00:00,Japan,35,true,25
10122,samtaylor11,samtaylor11@example.com,2022-03-16T00:00:00,2023-11-08T00:00:00,Germany,68,false,5
10123,davidgarcia79,davidgarcia79@example.com,2023-02-03T00:00:00,2023-12-29T00:00:00,Brazil,22,true,22
10124,oliviaclark89,oliviaclark89@example.com,2022-07-09T00:00:00,2023-08-13T00:00:00,Australia,39,false,3
10125,tinaallen86,tinaallen86@example.com,2019-02-10T00:00:00,2019-05-05T00:00:00,USA,74,false,29
10126,heidiwhite97,heidiwhite97@example.com,2018-10-26T00:00:00,2020-05-23T00:00:00,India,33,false,44
10127,victorlewis51,victorlewis51@example.com,2023-09-16T00:00:00,2023-10-13T00:00:00,USA,52,true,36
10128,umarodriguez17,umarodriguez17@example.com,2020-02-15T00:00:00,2021-08-27T00:00:00,Canada,24,true,48
10129,graceharris30,graceharris30@example.com,2021-09-14T00:00:00,2023-12-18T00:00:00,UK,26,true,11
10130,victorjones15,victorjones15@example.com,2022-11-14T00:00:00,2023-05-27T00:00:00,Mexico,55,false,38
10131,gracedavis96,gracedavis96@example.com,2020-03-04T00:00:00,2021-11-28T00:00:00,Australia,25,false,37
10132,wendymoore23,wendymoore23@example.com,2023-12-04T00:00:00,2023-12-30T00:00:00,France,31,true,6
10133,davidclark30,davidclark30@example.com,2018-11-20T00:00:00,2022-03-20T00:00:00,Australia,70,false,41
10134,charliewhite24,charliewhite24@example.com,2023-11-27T00:00:00,2023-12-20T00:00:00,India,62,false,23
10135,samlee30,samlee30@example.com,2022-12-10T00:00:00,2023-06-19T00:00:00,Japan,48,false,6
10136,charliemiller27,charliemiller27@example.com,2022-05-27T00:00:00,,Canada,26,false,37
10137,bobmoore31,bobmoore31@example.com,2022-06-04T00:00:00,2023-03-10T00:00:00,Australia,40,false,1
10138,oliviathomas23,oliviathomas23@example.com,2020-09-12T00:00:00,2023-09-24T00:00:00,Brazil,34,false,38
10139,noahwilliams47,noahwilliams47@example.com,2021-05-01T00:00:00,2023-03-16T00:00:00,Canada,35,false,11
10140,umalewis98,umalewis98@example.com,2020-08-07T00:00:00,2021-11-10T00:00:00,USA,44,false,46
10141,tinamoore24,tinamoore24@example.com,2018-09-20T00:00:00,2023-04-15T00:00:00,Germany,20,false,12
10142,yaradavis30,yaradavis30@example.com,2018-08-29T00:00:00,2021-06-24T00:00:00,Canada,49,false,0
10143,judywhite20,judywhite20@example.com,2023-06-27T00:00:00,2023-09-23T00:00:00,Mexico,36,false,49
10144,rachelmartin27,rachelmartin27@example.com,2022-02-13T00:00:00,2022-04-15T00:00:00,Canada,43,true,12
10145,miarobinson55,miarobinson55@example.com,2020-11-14T00:00:00,,Canada,63,false,20
10146,noahthomas25,noahthomas25@example.com,2019-08-11T00:00:00,,UK,50,false,40
10147,charliesmith29,charliesmith29@example.com,2021-12-17T00:00:00,2022-06-01T00:00:00,Mexico,40,false,22
10148,yaralee24,yaralee24@example.com,2020-10-16T00:00:00,2023-04-17T00:00:00,Japan,31,true,38
10149,samwhite66,samwhite66@example.com,2020-04-28T00:00:00,2023-10-13T00:00:00,Australia,55,false,47
10150,kevinlee67,kevinlee67@example.com,2023-12-13T00:00:00,2023-12-26T00:00:00,France,68,false,16
10151,judyallen54,judyallen54@example.com,2018-04-27T00:00:00,2021-03-29T00:00:00,USA,60,false,48
10152,zoemartin34,zoemartin34@example.com,2022-09-24T00:00:00,2023-11-10T00:00:00,Mexico,34,false,40
10153,heidithomas34,heidithomas34@example.com,2020-11-21T00:00:00,2022-02-28T00:00:00,USA,47,true,29
10154,xavierlee62,xavierlee62@example.com,2020-08-21T00:00:00,2023-09-06T00:00:00,Canada,31,true,6
10155,evethompson96,evethompson96@example.com,2019-03-28T00:00:00,2020-04-01T00:00:00,India,36,false,9
10156,quinnharris55,quinnharris55@example.com,2022-07-17T00:00:00,,Japan,35,false,44
10157,judymiller59,judymiller59@example.com,2018-02-05T00:00:00,2021-02-10T00:00:00,Germany,28,false,48
10158,oliviamiller70,oliviamiller70@example.com,2023-03-13T00:00:00,2023-10-15T00:00:00,France,63,false,31
10159,peterjackson12,peterjackson12@example.com,2022-12-25T00:00:00,2023-12-18T00:00:00,Brazil,45,false,48
10160,umawilson59,umawilson59@example.com,2019-01-13T00:00:00,2021-02-21T00:00:00,Canada,38,false,22
10161,umajones16,umajones16@example.com,2022-04-22T00:00:00,2023-12-05T00:00:00,Brazil,51,false,16
10162,rachelbrown44,rachelbrown44@example.com,2022-11-13T00:00:00,2022-12-17T00:00:00,Japan,24,false,11
10163,charliemoore97,charliemoore97@example.com,2018-02-18T00:00:00,2022-05-19T00:00:00,Australia,59,true,24
10164,ivanlee31,ivanlee31@example.com,2018-11-07T00:00:00,,UK,63,true,27
10165,davidwhite67,davidwhite67@example.com,2022-10-30T00:00:00,2023-10-07T00:00:00,UK,58,false,42
10166,boblewis45,boblewis45@example.com,2018-02-16T00:00:00,2022-04-24T00:00:00,UK,37,true,48
10167,tinarobinson14,tinarobinson14@example.com,2023-05-02T00:00:00,2023-11-18T00:00:00,India,53,false,35
10168,miawilliams85,miawilliams85@example.com,2023-10-27T00:00:00,2023-11-19T00:00:00,France,24,true,3
10169,miathomas49,miathomas49@example.com,2019-12-23T00:00:00,2023-02-06T00:00:00,Canada,60,false,24
10170,ivanbrown39,ivanbrown39@example.com,2020-06-19T00:00:00,2022-09-22T00:00:00,Brazil,53,false,0
10171,zoehall36,zoehall36@example.com,2022-04-30T00:00:00,2023-06-04T00:00:00,India,65,false,43
10172,charliehall81,charliehall81@example.com,2021-10-26T00:00:00,2023-09-21T00:00:00,India,44,true,28
10173,heidiharris92,heidiharris92@example.com,2022-07-03T00:00:00,2023-03-26T00:00:00,Japan,47,false,19
10174,yaragarcia71,yaragarcia71@example.com,2020-09-11T00:00:00,2020-12-15T00:00:00,Australia,42,false,5
10175,noahjones87,noahjones87@example.com,2020-02-28T00:00:00,2022-10-19T00:00:00,UK,51,false,16
10176,judymartinez91,judymartinez91@example.com,2020-01-13T00:00:00,,USA,57,false,10
10177,petermartin37,petermartin37@example.com,2020-08-19T00:00:00,2023-12-18T00:00:00,Japan,19,false,26
10178,miajackson23,miajackson23@example.com,2021-05-05T00:00:00,,Canada,55,false,46
10179,liammiller28,liammiller28@example.com,2022-05-05T00:00:00,2023-05-30T00:00:00,Germany,22,false,15
10180,liamallen68,liamallen68@example.com,2022-12-23T00:00:00,2023-05-27T00:00:00,Brazil,50,false,29
10181,quinnjackson89,quinnjackson89@example.com,2023-08-10T00:00:00,2023-12-27T00:00:00,UK,55,false,48
10182,charliemiller22,charliemiller22@example.com,2021-10-15T00:00:00,2022-04-13T00:00:00,Brazil,73,false,13
10183,yarathomas12,yarathomas12@example.com,2020-11-23T00:00:00,2023-02-05T00:00:00,Canada,39,false,29
10184,evejones70,evejones70@example.com,2021-07-28T00:00:00,2022-04-19T00:00:00,France,40,false,47
10185,xavierrobinson58,xavierrobinson58@example.com,2021-05-24T00:00:00,2022-03-31T00:00:00,India,51,false,33
10186,quinnhall65,quinnhall65@example.com,2018-04-15T00:00:00,2023-09-30T00:00:00,India,20,true,43
10187,quinnallen39,quinnallen39@example.com,2020-02-24T00:00:00,2022-10-04T00:00:00,France,72,false,6
10188,ivanmoore22,ivanmoore22@example.com,2019-10-21T00:00:00,2020-05-01T00:00:00,Canada,46,false,1
10189,evehall58,evehall58@example.com,2018-05-01T00:00:00,2021-11-28T00:00:00,USA,66,false,6
10190,tinasmith52,tinasmith52@example.com,2022-12-16T00:00:00,2023-11-19T00:00:00,UK,62,false,42
10191,gracemartin43,gracemartin43@example.com,2022-02-15T00:00:00,,Mexico,26,false,37
10192,judythompson69,judythompson69@example.com,2022-12-29T00:00:00,2023-12-25T00:00:00,Canada,59,true,0
10193,olivialewis25,olivialewis25@example.com,2019-08-24T00:00:00,2022-04-22T00:00:00,Brazil,73,false,28
10194,noahthomas47,noahthomas47@example.com,2020-04-18T00:00:00,2023-12-22T00:00:00,India,53,false,15
10195,ivanwilliams34,ivanwilliams34@example.com,2023-06-06T00:00:00,2023-08-22T00:00:00,France,60,false,22
10196,tinalewis19,tinalewis19@example.com,2018-10-27T00:00:00,2019-09-30T00:00:00,Mexico,68,false,20
10197,xaviersmith66,xaviersmith66@example.com,2018-03-06T00:00:00,2019-12-05T00:00:00,Brazil,58,false,32
10198,davidhall24,davidhall24@example.com,2023-12-04T00:00:00,2023-12-09T00:00:00,Germany,21,false,6
10199,zoesmith49,zoesmith49@example.com,2023-02-14T00:00:00,2023-10-10T00:00:00,Brazil,20,false,42
10200,davidharris78,davidharris78@example.com,2019-11-29T00:00:00,2021-07-13T00:00:00,France,37,false,20
10201,petermartin73,petermartin73@example.com,2023-02-12T00:00:00,2023-09-29T00:00:00,Mexico,53,false,33
10202,ivanmiller13,ivanmiller13@example.com,2020-09-09T00:00:00,2021-03-29T00:00:00,Brazil,31,false,12
10203,zoeanderson98,zoeanderson98@example.com,2021-12-20T00:00:00,2022-03-13T00:00:00,Canada,60,true,39
10204,zoelewis92,zoelewis92@example.com,2021-03-27T00:00:00,2023-07-29T00:00:00,Brazil,30,false,11
10205,zoewilson54,zoewilson54@example.com,2020-08-12T00:00:00,2020-08-17T00:00:00,India,52,false,35
10206,miathompson72,miathompson72@example.com,2022-05-11T00:00:00,,Canada,28,false,26
10207,heidimiller30,heidimiller30@example.com,2023-06-17T00:00:00,2023-10-31T00:00:00,USA,21,true,25
10208,boblewis82,boblewis82@example.com,2018-05-09T00:00:00,2020-05-26T00:00:00,Germany,37,false,28
10209,petersmith27,petersmith27@example.com,2020-04-16T00:00:00,2022-02-25T00:00:00,Australia,61,false,48
10210,charlietaylor79,charlietaylor79@example.com,2021-06-12T00:00:00,2022-07-17T00:00:00,USA,39,false,34
10211,umamoore12,umamoore12@example.com,2018-12-15T00:00:00,2023-07-10T00:00:00,India,21,false,1
10212,yararobinson18,yararobinson18@example.com,2021-10-25T00:00:00,2022-04-02T00:00:00,Canada,24,false,47
10213,frankanderson23,frankanderson23@example.com,2020-09-24T00:00:00,2021-08-21T00:00:00,Brazil,18,false,26
10214,ivanwalker40,ivanwalker40@example.com,2023-04-12T00:00:00,2023-11-21T00:00:00,Germany,57,false,8
10215,victorwhite78,victorwhite78@example.com,2022-08-09T00:00:00,2023-07-16T00:00:00,Brazil,66,true,29
10216,charliethompson15,charliethompson15@example.com,2018-05-15T00:00:00,2018-06-02T00:00:00,UK,64,true,32
10217,kevinthomas16,kevinthomas16@example.com,2019-12-01T00:00:00,2023-07-25T00:00:00,Mexico,20,false,48
10218,quinnrodriguez11,quinnrodriguez11@example.com,2023-06-21T00:00:00,2023-11-16T00:00:00,UK,72,false,25
10219,bobwalker59,bobwalker59@example.com,2018-05-03T00:00:00,2019-08-20T00:00:00,Brazil,38,false,35
10220,frankwilson61,frankwilson61@example.com,2018-11-24T00:00:00,2023-11-06T00:00:00,Australia,33,false,10
10221,umasmith82,umasmith82@example.com,2021-06-27T00:00:00,2022-01-19T00:00:00,Mexico,27,true,33
10222,ivanmartinez17,ivanmartinez17@example.com,2023-09-09T00:00:00,2023-12-26T00:00:00,Mexico,23,false,0
10223,zoesmith93,zoesmith93@example.com,2020-06-16T00:00:00,2022-02-26T00:00:00,Brazil,21,true,49
10224,miawilliams62,miawilliams62@example.com,2019-07-12T00:00:00,2020-07-15T00:00:00,India,51,false,23
10225,noahlewis66,noahlewis66@example.com,2021-03-03T00:00:00,2023-09-27T00:00:00,France,41,false,16
10226,rachelwalker75,rachelwalker75@example.com,2023-04-22T00:00:00,2023-12-21T00:00:00,Germany,67,false,22
10227,tinarobinson58,tinarobinson58@example.com,2019-08-30T00:00:00,2020-07-21T00:00:00,Canada,58,false,26
10228,liamjackson64,liamjackson64@example.com,2022-08-22T00:00:00,2023-07-12T00:00:00,Australia,34,false,21
10229,kevinjackson34,kevinjackson34@example.com,2020-12-24T00:00:00,2023-09-01T00:00:00,Mexico,73,false,34
10230,wendyclark42,wendyclark42@example.com,2023-11-01T00:00:00,2023-11-03T00:00:00,Mexico,28,false,23
10231,heidiwalker33,heidiwalker33@example.com,2018-09-03T00:00:00,2020-12-16T00:00:00,Australia,50,false,33
10232,gracethompson92,gracethompson92@example.com,2021-03-18T00:00:00,2022-01-11T00:00:00,Australia,31,false,44
10233,boblewis29,boblewis29@example.com,2021-05-04T00:00:00,2022-06-16T00:00:00,India,62,false,48
10234,bobmoore98,bobmoore98@example.com,2018-09-24T00:00:00,2019-09-10T00:00:00,UK,57,false,44
10235,petertaylor16,petertaylor16@example.com,2018-12-25T00:00:00,2019-02-25T00:00:00,France,50,true,48
10236,kevinwalker48,kevinwalker48@example.com,2019-06-10T00:00:00,2021-02-25T00:00:00,Brazil,66,false,40
10237,umabrown39,umabrown39@example.com,2022-06-28T00:00:00,2023-09-28T00:00:00,Japan,70,false,30
10238,rachelmartin30,rachelmartin30@example.com,2018-06-23T00:00:00,2022-11-14T00:00:00,Brazil,55,false,49
10239,aliceharris10,aliceharris10@example.com,2022-06-24T00:00:00,2023-03-16T00:00:00,Australia,24,false,13
10240,frankwilliams20,frankwilliams20@example.com,2019-06-02T00:00:00,2021-03-20T00:00:00,France,33,false,6
10241,evegarcia94,evegarcia94@example.com,2022-02-22T00:00:00,2022-08-14T00:00:00,India,29,false,36
10242,noahlewis40,noahlewis40@example.com,2022-09-04T00:00:00,2022-11-28T00:00:00,USA,26,false,39
10243,charliesmith21,charliesmith21@example.com,2020-06-06T00:00:00,2020-06-13T00:00:00,Germany,40,false,7
10244,bobthompson78,bobthompson78@example.com,2022-05-13T00:00:00,2023-04-15T00:00:00,Japan,53,false,12
10245,sammiller33,sammiller33@example.com,2018-02-14T00:00:00,2020-05-01T00:00:00,USA,54,false,31
10246,davidrobinson36,davidrobinson36@example.com,2019-08-13T00:00:00,2023-01-30T00:00:00,USA,55,false,13
10247,evewilliams23,evewilliams23@example.com,2018-06-08T00:00:00,2019-09-03T00:00:00,France,56,false,33
10248,petermiller44,petermiller44@example.com,2022-09-24T00:00:00,2023-01-08T00:00:00,Germany,26,false,13
10249,ivanwhite16,ivanwhite16@example.com,2019-04-07T00:00:00,2021-06-11T00:00:00,Japan,74,false,46
